"","orig.ident","nCount_RNA","nFeature_RNA","pANN_0.25_0.005_499","DF.classifications_0.25_0.005_499","RNA_snn_res.0.5","seurat_clusters"
"HIP045.1067","SeuratProject",1298,696,0.00900900900900901,"Singlet","1","1"
"HIP045.1069","SeuratProject",1320,695,0,"Singlet","1","1"
"HIP045.1071","SeuratProject",1478,696,0.00900900900900901,"Singlet","1","1"
"HIP045.1073","SeuratProject",1573,689,0,"Singlet","1","1"
"HIP045.1074","SeuratProject",1056,698,0,"Singlet","2","2"
"HIP045.1076","SeuratProject",1233,703,0.00900900900900901,"Singlet","1","1"
"HIP045.1077","SeuratProject",1305,702,0.00900900900900901,"Singlet","4","4"
"HIP045.1078","SeuratProject",1407,696,0.018018018018018,"Singlet","0","0"
"HIP045.1079","SeuratProject",1584,663,0.036036036036036,"Singlet","0","0"
"HIP045.1081","SeuratProject",1251,686,0.0720720720720721,"Singlet","4","4"
"HIP045.1082","SeuratProject",1366,678,0.00900900900900901,"Singlet","1","1"
"HIP045.1083","SeuratProject",1433,686,0,"Singlet","0","0"
"HIP045.1084","SeuratProject",1440,694,0.0990990990990991,"Singlet","4","4"
"HIP045.1086","SeuratProject",1446,687,0.117117117117117,"Singlet","6","6"
"HIP045.1088","SeuratProject",1151,691,0.027027027027027,"Singlet","0","0"
"HIP045.1090","SeuratProject",1250,691,0.018018018018018,"Singlet","2","2"
"HIP045.1091","SeuratProject",1291,703,0.0990990990990991,"Singlet","0","0"
"HIP045.1093","SeuratProject",1446,698,0.027027027027027,"Singlet","1","1"
"HIP045.1094","SeuratProject",1577,695,0.00900900900900901,"Singlet","1","1"
"HIP045.1095","SeuratProject",1115,704,0.0540540540540541,"Singlet","0","0"
"HIP045.1096","SeuratProject",1163,696,0.0630630630630631,"Singlet","4","4"
"HIP045.1097","SeuratProject",1204,700,0.0540540540540541,"Singlet","0","0"
"HIP045.1098","SeuratProject",1232,704,0.0990990990990991,"Singlet","0","0"
"HIP045.1099","SeuratProject",1338,702,0.0630630630630631,"Singlet","0","0"
"HIP045.1100","SeuratProject",1345,702,0.261261261261261,"Singlet","7","7"
"HIP045.1101","SeuratProject",1122,684,0.0540540540540541,"Singlet","1","1"
"HIP045.1102","SeuratProject",1238,692,0.036036036036036,"Singlet","0","0"
"HIP045.1103","SeuratProject",1280,698,0,"Singlet","0","0"
"HIP045.1105","SeuratProject",1063,695,0,"Singlet","2","2"
"HIP045.1106","SeuratProject",1176,704,0.27027027027027,"Singlet","7","7"
"HIP045.1109","SeuratProject",1123,693,0.018018018018018,"Singlet","0","0"
"HIP045.1110","SeuratProject",1241,692,0.00900900900900901,"Singlet","0","0"
"HIP045.1111","SeuratProject",1282,702,0,"Singlet","1","1"
"HIP045.1114","SeuratProject",1433,703,0.0540540540540541,"Singlet","4","4"
"HIP045.1117","SeuratProject",1193,712,0.00900900900900901,"Singlet","0","0"
"HIP045.1118","SeuratProject",1197,706,0.126126126126126,"Singlet","8","8"
"HIP045.1119","SeuratProject",1247,705,0.00900900900900901,"Singlet","1","1"
"HIP045.1121","SeuratProject",1361,698,0.00900900900900901,"Singlet","2","2"
"HIP045.1122","SeuratProject",1191,704,0,"Singlet","0","0"
"HIP045.1123","SeuratProject",1194,711,0.045045045045045,"Singlet","2","2"
"HIP045.1124","SeuratProject",1217,707,0.0720720720720721,"Singlet","1","1"
"HIP045.1125","SeuratProject",1280,706,0.0630630630630631,"Singlet","4","4"
"HIP045.1126","SeuratProject",1376,706,0.027027027027027,"Singlet","2","2"
"HIP045.1127","SeuratProject",1391,708,0.18018018018018,"Singlet","14","14"
"HIP045.1129","SeuratProject",1090,699,0.036036036036036,"Singlet","0","0"
"HIP045.1132","SeuratProject",1066,706,0.045045045045045,"Singlet","0","0"
"HIP045.1133","SeuratProject",1136,706,0,"Singlet","2","2"
"HIP045.1134","SeuratProject",1177,700,0.036036036036036,"Singlet","0","0"
"HIP045.1135","SeuratProject",1221,709,0.00900900900900901,"Singlet","1","1"
"HIP045.1136","SeuratProject",1288,706,0.0540540540540541,"Singlet","2","2"
"HIP045.1137","SeuratProject",1144,712,0.027027027027027,"Singlet","2","2"
"HIP045.1138","SeuratProject",1199,703,0.00900900900900901,"Singlet","0","0"
"HIP045.1140","SeuratProject",1289,706,0,"Singlet","2","2"
"HIP045.1141","SeuratProject",1343,709,0.117117117117117,"Singlet","6","6"
"HIP045.1142","SeuratProject",1329,702,0.00900900900900901,"Singlet","0","0"
"HIP045.1144","SeuratProject",1175,711,0.00900900900900901,"Singlet","2","2"
"HIP045.1145","SeuratProject",1187,715,0.135135135135135,"Singlet","2","2"
"HIP045.1148","SeuratProject",1485,715,0.018018018018018,"Singlet","1","1"
"HIP045.1149","SeuratProject",1931,694,0.018018018018018,"Singlet","0","0"
"HIP045.1150","SeuratProject",1087,708,0.0540540540540541,"Singlet","4","4"
"HIP045.1151","SeuratProject",1199,703,0.036036036036036,"Singlet","0","0"
"HIP045.1153","SeuratProject",1309,709,0.00900900900900901,"Singlet","2","2"
"HIP045.1154","SeuratProject",1479,709,0.018018018018018,"Singlet","2","2"
"HIP045.1155","SeuratProject",1131,698,0.216216216216216,"Singlet","0","0"
"HIP045.1156","SeuratProject",1160,714,0.027027027027027,"Singlet","1","1"
"HIP045.1160","SeuratProject",1278,712,0.126126126126126,"Singlet","3","3"
"HIP045.1162","SeuratProject",1380,709,0.018018018018018,"Singlet","2","2"
"HIP045.1163","SeuratProject",1486,706,0.027027027027027,"Singlet","0","0"
"HIP045.1164","SeuratProject",1200,724,0.018018018018018,"Singlet","1","1"
"HIP045.1165","SeuratProject",1223,724,0.036036036036036,"Singlet","3","3"
"HIP045.1166","SeuratProject",1228,718,0,"Singlet","2","2"
"HIP045.1167","SeuratProject",1259,713,0.189189189189189,"Singlet","3","3"
"HIP045.1169","SeuratProject",1470,690,0.0810810810810811,"Singlet","6","6"
"HIP045.1170","SeuratProject",1323,709,0.0540540540540541,"Singlet","1","1"
"HIP045.1171","SeuratProject",1391,716,0.00900900900900901,"Singlet","1","1"
"HIP045.1172","SeuratProject",1621,708,0.18018018018018,"Singlet","0","0"
"HIP045.1173","SeuratProject",1157,714,0.0540540540540541,"Singlet","2","2"
"HIP045.1174","SeuratProject",1178,695,0.045045045045045,"Singlet","0","0"
"HIP045.1175","SeuratProject",1237,716,0.0540540540540541,"Singlet","0","0"
"HIP045.1176","SeuratProject",1228,703,0.00900900900900901,"Singlet","1","1"
"HIP045.1177","SeuratProject",1311,705,0.00900900900900901,"Singlet","1","1"
"HIP045.1178","SeuratProject",1360,704,0.036036036036036,"Singlet","4","4"
"HIP045.1179","SeuratProject",1310,715,0.00900900900900901,"Singlet","0","0"
"HIP045.1180","SeuratProject",1326,704,0,"Singlet","2","2"
"HIP045.1182","SeuratProject",1180,710,0.036036036036036,"Singlet","0","0"
"HIP045.1183","SeuratProject",1202,723,0,"Singlet","0","0"
"HIP045.1185","SeuratProject",1276,715,0,"Singlet","0","0"
"HIP045.1188","SeuratProject",1267,713,0,"Singlet","0","0"
"HIP045.1189","SeuratProject",1311,721,0.036036036036036,"Singlet","0","0"
"HIP045.1190","SeuratProject",1323,724,0.045045045045045,"Singlet","1","1"
"HIP045.1191","SeuratProject",1135,724,0.18018018018018,"Singlet","3","3"
"HIP045.1192","SeuratProject",1212,721,0,"Singlet","1","1"
"HIP045.1194","SeuratProject",1242,700,0.0630630630630631,"Singlet","0","0"
"HIP045.1195","SeuratProject",1404,716,0.018018018018018,"Singlet","2","2"
"HIP045.1197","SeuratProject",1498,709,0.00900900900900901,"Singlet","0","0"
"HIP045.1198","SeuratProject",1135,723,0.0720720720720721,"Singlet","5","5"
"HIP045.1199","SeuratProject",1264,719,0.378378378378378,"Singlet","7","7"
"HIP045.1200","SeuratProject",1340,718,0.036036036036036,"Singlet","2","2"
"HIP045.1201","SeuratProject",1418,725,0,"Singlet","1","1"
"HIP045.1202","SeuratProject",1419,719,0.036036036036036,"Singlet","4","4"
"HIP045.1203","SeuratProject",1700,714,0.00900900900900901,"Singlet","1","1"
"HIP045.1204","SeuratProject",1303,704,0.036036036036036,"Singlet","0","0"
"HIP045.1206","SeuratProject",1253,726,0,"Singlet","1","1"
"HIP045.1208","SeuratProject",1548,717,0.0540540540540541,"Singlet","0","0"
"HIP045.1209","SeuratProject",1099,721,0.162162162162162,"Singlet","7","7"
"HIP045.1210","SeuratProject",1282,731,0.0810810810810811,"Singlet","4","4"
"HIP045.1213","SeuratProject",1136,726,0.0810810810810811,"Singlet","5","5"
"HIP045.1214","SeuratProject",1224,724,0.036036036036036,"Singlet","0","0"
"HIP045.1216","SeuratProject",1259,732,0.0810810810810811,"Singlet","0","0"
"HIP045.1218","SeuratProject",1326,725,0.0630630630630631,"Singlet","0","0"
"HIP045.1219","SeuratProject",1373,723,0.00900900900900901,"Singlet","0","0"
"HIP045.1221","SeuratProject",1543,711,0,"Singlet","0","0"
"HIP045.1222","SeuratProject",1415,711,0,"Singlet","1","1"
"HIP045.1223","SeuratProject",1929,709,0.00900900900900901,"Singlet","0","0"
"HIP045.1224","SeuratProject",1102,723,0,"Singlet","0","0"
"HIP045.1225","SeuratProject",1149,717,0,"Singlet","0","0"
"HIP045.1226","SeuratProject",1256,710,0.018018018018018,"Singlet","4","4"
"HIP045.1227","SeuratProject",1283,725,0,"Singlet","0","0"
"HIP045.1229","SeuratProject",1359,718,0,"Singlet","1","1"
"HIP045.1230","SeuratProject",1394,728,0.018018018018018,"Singlet","1","1"
"HIP045.1231","SeuratProject",1382,716,0.018018018018018,"Singlet","0","0"
"HIP045.1234","SeuratProject",1253,729,0.018018018018018,"Singlet","0","0"
"HIP045.1235","SeuratProject",1254,723,0.0810810810810811,"Singlet","0","0"
"HIP045.1236","SeuratProject",1291,728,0,"Singlet","1","1"
"HIP045.1237","SeuratProject",1308,734,0,"Singlet","0","0"
"HIP045.1238","SeuratProject",1319,732,0.045045045045045,"Singlet","0","0"
"HIP045.1239","SeuratProject",1343,727,0.045045045045045,"Singlet","0","0"
"HIP045.1240","SeuratProject",1367,720,0,"Singlet","2","2"
"HIP045.1242","SeuratProject",1454,731,0.189189189189189,"Singlet","4","4"
"HIP045.1244","SeuratProject",1166,725,0,"Singlet","2","2"
"HIP045.1245","SeuratProject",1186,725,0.045045045045045,"Singlet","2","2"
"HIP045.1246","SeuratProject",1197,731,0.045045045045045,"Singlet","2","2"
"HIP045.1247","SeuratProject",1276,734,0.108108108108108,"Singlet","2","2"
"HIP045.1248","SeuratProject",1318,726,0.00900900900900901,"Singlet","1","1"
"HIP045.1250","SeuratProject",1231,730,0.00900900900900901,"Singlet","1","1"
"HIP045.1251","SeuratProject",1293,730,0.0540540540540541,"Singlet","0","0"
"HIP045.1252","SeuratProject",1306,729,0.0540540540540541,"Singlet","3","3"
"HIP045.1254","SeuratProject",1488,726,0.135135135135135,"Singlet","0","0"
"HIP045.1255","SeuratProject",1561,729,0.0810810810810811,"Singlet","4","4"
"HIP045.1257","SeuratProject",1145,725,0.045045045045045,"Singlet","0","0"
"HIP045.1258","SeuratProject",1354,719,0.00900900900900901,"Singlet","0","0"
"HIP045.1259","SeuratProject",1379,724,0.036036036036036,"Singlet","4","4"
"HIP045.1261","SeuratProject",1521,729,0.0810810810810811,"Singlet","6","6"
"HIP045.1263","SeuratProject",1703,730,0.0540540540540541,"Singlet","4","4"
"HIP045.1265","SeuratProject",1474,731,0.0990990990990991,"Singlet","4","4"
"HIP045.1266","SeuratProject",1722,721,0.0540540540540541,"Singlet","6","6"
"HIP045.1268","SeuratProject",1275,736,0,"Singlet","2","2"
"HIP045.1269","SeuratProject",1294,735,0.00900900900900901,"Singlet","1","1"
"HIP045.1270","SeuratProject",1289,734,0.018018018018018,"Singlet","0","0"
"HIP045.1271","SeuratProject",1406,733,0.00900900900900901,"Singlet","0","0"
"HIP045.1272","SeuratProject",1521,713,0.0540540540540541,"Singlet","0","0"
"HIP045.1273","SeuratProject",1137,711,0.00900900900900901,"Singlet","0","0"
"HIP045.1274","SeuratProject",1193,732,0.00900900900900901,"Singlet","0","0"
"HIP045.1275","SeuratProject",1221,733,0.0540540540540541,"Singlet","0","0"
"HIP045.1276","SeuratProject",1360,728,0.045045045045045,"Singlet","1","1"
"HIP045.1277","SeuratProject",1424,724,0.162162162162162,"Singlet","0","0"
"HIP045.1279","SeuratProject",1230,732,0,"Singlet","1","1"
"HIP045.1280","SeuratProject",1255,738,0.27027027027027,"Singlet","12","12"
"HIP045.1281","SeuratProject",1144,732,0.00900900900900901,"Singlet","0","0"
"HIP045.1282","SeuratProject",1246,734,0.018018018018018,"Singlet","1","1"
"HIP045.1283","SeuratProject",1246,735,0.036036036036036,"Singlet","2","2"
"HIP045.1285","SeuratProject",1354,739,0.00900900900900901,"Singlet","1","1"
"HIP045.1287","SeuratProject",1381,724,0.045045045045045,"Singlet","0","0"
"HIP045.1288","SeuratProject",1150,729,0.0630630630630631,"Singlet","0","0"
"HIP045.1289","SeuratProject",1195,739,0.045045045045045,"Singlet","3","3"
"HIP045.1291","SeuratProject",1195,728,0.00900900900900901,"Singlet","0","0"
"HIP045.1292","SeuratProject",1375,744,0.234234234234234,"Singlet","3","3"
"HIP045.1293","SeuratProject",1456,739,0.00900900900900901,"Singlet","0","0"
"HIP045.1296","SeuratProject",1051,746,0.0990990990990991,"Singlet","3","3"
"HIP045.1297","SeuratProject",1225,737,0,"Singlet","0","0"
"HIP045.1299","SeuratProject",1288,736,0.045045045045045,"Singlet","1","1"
"HIP045.1300","SeuratProject",1304,730,0.225225225225225,"Singlet","6","6"
"HIP045.1301","SeuratProject",1332,742,0.00900900900900901,"Singlet","0","0"
"HIP045.1302","SeuratProject",1359,732,0.018018018018018,"Singlet","0","0"
"HIP045.1303","SeuratProject",1377,732,0.027027027027027,"Singlet","1","1"
"HIP045.1304","SeuratProject",1456,734,0.018018018018018,"Singlet","0","0"
"HIP045.1305","SeuratProject",1295,731,0.018018018018018,"Singlet","0","0"
"HIP045.1307","SeuratProject",1188,736,0.0540540540540541,"Singlet","0","0"
"HIP045.1308","SeuratProject",1299,740,0.0540540540540541,"Singlet","0","0"
"HIP045.1309","SeuratProject",1316,730,0.027027027027027,"Singlet","0","0"
"HIP045.1310","SeuratProject",1320,730,0.036036036036036,"Singlet","0","0"
"HIP045.1312","SeuratProject",1522,739,0.027027027027027,"Singlet","6","6"
"HIP045.1313","SeuratProject",1551,734,0.0630630630630631,"Singlet","4","4"
"HIP045.1315","SeuratProject",1330,745,0.135135135135135,"Singlet","0","0"
"HIP045.1316","SeuratProject",1392,744,0.018018018018018,"Singlet","2","2"
"HIP045.1317","SeuratProject",1477,733,0.108108108108108,"Singlet","4","4"
"HIP045.1318","SeuratProject",1505,724,0,"Singlet","0","0"
"HIP045.1321","SeuratProject",1288,743,0,"Singlet","0","0"
"HIP045.1322","SeuratProject",1301,739,0.027027027027027,"Singlet","2","2"
"HIP045.1324","SeuratProject",1168,748,0.396396396396396,"Singlet","11","11"
"HIP045.1325","SeuratProject",1291,756,0.126126126126126,"Singlet","3","3"
"HIP045.1326","SeuratProject",1341,736,0.0540540540540541,"Singlet","4","4"
"HIP045.1328","SeuratProject",1629,731,0.0630630630630631,"Singlet","0","0"
"HIP045.1329","SeuratProject",1281,746,0.00900900900900901,"Singlet","0","0"
"HIP045.1330","SeuratProject",1365,730,0.00900900900900901,"Singlet","0","0"
"HIP045.1331","SeuratProject",1177,748,0.027027027027027,"Singlet","0","0"
"HIP045.1332","SeuratProject",1177,737,0.045045045045045,"Singlet","0","0"
"HIP045.1333","SeuratProject",1241,722,0.243243243243243,"Singlet","3","3"
"HIP045.1335","SeuratProject",1464,749,0,"Singlet","2","2"
"HIP045.1336","SeuratProject",1231,744,0.036036036036036,"Singlet","0","0"
"HIP045.1337","SeuratProject",1244,753,0.00900900900900901,"Singlet","2","2"
"HIP045.1338","SeuratProject",1257,747,0.045045045045045,"Singlet","1","1"
"HIP045.1339","SeuratProject",1415,749,0.0630630630630631,"Singlet","3","3"
"HIP045.1340","SeuratProject",1442,749,0.0720720720720721,"Singlet","2","2"
"HIP045.1341","SeuratProject",1172,745,0.0810810810810811,"Singlet","0","0"
"HIP045.1342","SeuratProject",1195,744,0.027027027027027,"Singlet","0","0"
"HIP045.1343","SeuratProject",1227,751,0.126126126126126,"Singlet","5","5"
"HIP045.1344","SeuratProject",1223,742,0.00900900900900901,"Singlet","0","0"
"HIP045.1345","SeuratProject",1435,743,0.036036036036036,"Singlet","0","0"
"HIP045.1346","SeuratProject",2132,739,0.171171171171171,"Singlet","1","1"
"HIP045.1347","SeuratProject",1312,747,0.288288288288288,"Singlet","7","7"
"HIP045.1348","SeuratProject",1330,754,0.288288288288288,"Singlet","3","3"
"HIP045.1349","SeuratProject",1440,746,0.00900900900900901,"Singlet","1","1"
"HIP045.1350","SeuratProject",1503,746,0.0720720720720721,"Singlet","2","2"
"HIP045.1352","SeuratProject",1184,749,0.045045045045045,"Singlet","6","6"
"HIP045.1353","SeuratProject",1200,719,0.00900900900900901,"Singlet","0","0"
"HIP045.1354","SeuratProject",1305,752,0.036036036036036,"Singlet","0","0"
"HIP045.1355","SeuratProject",1371,752,0.00900900900900901,"Singlet","1","1"
"HIP045.1356","SeuratProject",1428,747,0.00900900900900901,"Singlet","1","1"
"HIP045.1357","SeuratProject",1532,744,0.0720720720720721,"Singlet","4","4"
"HIP045.1358","SeuratProject",1342,701,0.027027027027027,"Singlet","0","0"
"HIP045.1359","SeuratProject",1565,745,0,"Singlet","2","2"
"HIP045.1360","SeuratProject",1300,752,0.045045045045045,"Singlet","1","1"
"HIP045.1361","SeuratProject",1371,747,0.027027027027027,"Singlet","0","0"
"HIP045.1363","SeuratProject",1461,759,0.18018018018018,"Singlet","3","3"
"HIP045.1364","SeuratProject",1243,762,0.018018018018018,"Singlet","1","1"
"HIP045.1367","SeuratProject",1622,751,0.036036036036036,"Singlet","1","1"
"HIP045.1368","SeuratProject",1224,743,0.234234234234234,"Singlet","6","6"
"HIP045.1369","SeuratProject",1264,755,0,"Singlet","0","0"
"HIP045.1370","SeuratProject",1267,744,0.0810810810810811,"Singlet","0","0"
"HIP045.1372","SeuratProject",1354,747,0,"Singlet","0","0"
"HIP045.1373","SeuratProject",1441,757,0.018018018018018,"Singlet","1","1"
"HIP045.1374","SeuratProject",1232,758,0.018018018018018,"Singlet","0","0"
"HIP045.1375","SeuratProject",1262,756,0.027027027027027,"Singlet","0","0"
"HIP045.1376","SeuratProject",1418,745,0.018018018018018,"Singlet","1","1"
"HIP045.1379","SeuratProject",1587,749,0.036036036036036,"Singlet","1","1"
"HIP045.1380","SeuratProject",1593,749,0.0630630630630631,"Singlet","0","0"
"HIP045.1381","SeuratProject",1231,756,0,"Singlet","2","2"
"HIP045.1382","SeuratProject",1258,761,0,"Singlet","0","0"
"HIP045.1385","SeuratProject",1431,749,0.0720720720720721,"Singlet","3","3"
"HIP045.1386","SeuratProject",1701,753,0.036036036036036,"Singlet","0","0"
"HIP045.1387","SeuratProject",1202,751,0.018018018018018,"Singlet","1","1"
"HIP045.1388","SeuratProject",1340,764,0.045045045045045,"Singlet","3","3"
"HIP045.1389","SeuratProject",1563,738,0.00900900900900901,"Singlet","0","0"
"HIP045.1390","SeuratProject",1610,751,0.0540540540540541,"Singlet","0","0"
"HIP045.1391","SeuratProject",1181,758,0.261261261261261,"Singlet","12","12"
"HIP045.1392","SeuratProject",1229,768,0.045045045045045,"Singlet","1","1"
"HIP045.1394","SeuratProject",1311,762,0.0720720720720721,"Singlet","3","3"
"HIP045.1396","SeuratProject",1188,758,0.045045045045045,"Singlet","2","2"
"HIP045.1397","SeuratProject",1408,764,0.189189189189189,"Singlet","6","6"
"HIP045.1398","SeuratProject",1275,765,0.036036036036036,"Singlet","0","0"
"HIP045.1399","SeuratProject",1275,765,0.0990990990990991,"Singlet","0","0"
"HIP045.1401","SeuratProject",1359,753,0.027027027027027,"Singlet","0","0"
"HIP045.1402","SeuratProject",1384,763,0.0720720720720721,"Singlet","1","1"
"HIP045.1403","SeuratProject",1438,750,0.018018018018018,"Singlet","1","1"
"HIP045.1404","SeuratProject",1960,754,0,"Singlet","0","0"
"HIP045.1405","SeuratProject",1158,763,0.378378378378378,"Singlet","12","12"
"HIP045.1406","SeuratProject",1212,767,0.036036036036036,"Singlet","0","0"
"HIP045.1407","SeuratProject",1235,763,0.00900900900900901,"Singlet","0","0"
"HIP045.1408","SeuratProject",1252,750,0.00900900900900901,"Singlet","0","0"
"HIP045.1409","SeuratProject",1316,760,0.027027027027027,"Singlet","0","0"
